Ingredient_id,Target.id,Target.name,Database.sources,Paper.id,PubMed.id
HBIN023992,HBTAR002737,NOS2,,,
HBIN023992,HBTAR000874,MAPK14,,,
HBIN023992,HBTAR000031,ACHE,,,
HBIN023992,HBTAR001964,HTR3A,,,
HBIN023992,HBTAR000093,ADRA1B,,,
HBIN023992,HBTAR001096,DPP4,,,
HBIN023992,HBTAR000092,ADRA1D,,,
HBIN023992,HBTAR003629,SCN5A,,,
HBIN023992,HBTAR003223,PRSS1,,,
HBIN023992,HBTAR001710,GSK3B,,,
HBIN023992,HBTAR003583,RXRA,,,
HBIN023992,HBTAR001278,ESR2,,,
HBIN023992,HBTAR000710,CHRNA7,,,
HBIN023992,HBTAR000634,CDK2,,,
HBIN023992,HBTAR000233,AR,,,
HBIN023992,HBTAR000099,ADRB2,,,
HBIN023992,HBTAR000460,CA2,,,
HBIN023992,HBTAR003295,PTGS2,,,
HBIN023992,HBTAR003112,PPARG,,,
HBIN023992,HBTAR001471,GABRA1,,,
HBIN023992,HBTAR003294,PTGS1,,,
HBIN023992,HBTAR003005,PIM1,,,
HBIN023992,HBTAR005869,NCOA2,,,
HBIN023992,HBTAR000686,CHEK1,,,
HBIN023992,HBTAR004789,NCOA1,,,
HBIN024028,HBTAR003295,PTGS2,,,
HBIN024028,HBTAR003583,RXRA,,,
HBIN024028,HBTAR000460,CA2,,,
HBIN024028,HBTAR001096,DPP4,,,
HBIN024028,HBTAR000700,CHRM2,,,
HBIN024028,HBTAR000031,ACHE,,,
HBIN024028,HBTAR001471,GABRA1,,,
HBIN024028,HBTAR000706,CHRNA2,,,
HBIN024028,HBTAR000702,CHRM3,,,
HBIN024068,HBTAR002512,MMP9,,,
HBIN024535,HBTAR000031,ACHE,,,
HBIN024535,HBTAR000094,ADRA1A,,,
HBIN024535,HBTAR000095,ADRA2A,,,
HBIN024535,HBTAR000098,ADRB1,,,
HBIN024535,HBTAR000099,ADRB2,,,
HBIN024535,HBTAR000699,CHRM1,,,
HBIN024535,HBTAR002402,MAOA,,,
HBIN024535,HBTAR002403,MAOB,,,
HBIN024535,HBTAR003294,PTGS1,,,
HBIN024535,HBTAR003295,PTGS2,,,
HBIN024535,HBTAR003762,SLC6A3,,,
HBIN024535,HBTAR003223,PRSS1,,,
HBIN024535,HBTAR000924,CTRB1,,,
HBIN024535,HBTAR000093,ADRA1B,,,
HBIN024535,HBTAR002737,NOS2,,,
HBIN024535,HBTAR001096,DPP4,,,
HBIN024535,HBTAR001094,DPEP1,,,
HBIN024535,HBTAR001105,DRD1,,,
HBIN024535,HBTAR000634,CDK2,,,
HBIN024535,HBTAR000460,CA2,,,
HBIN024535,HBTAR000092,ADRA1D,,,
HBIN024535,HBTAR000097,ADRA2C,,,
HBIN024535,HBTAR000096,ADRA2B,,,
HBIN024657,HBTAR003295,PTGS2,,,
HBIN024657,HBTAR001278,ESR2,,,
HBIN024657,HBTAR000634,CDK2,,,
HBIN024657,HBTAR000686,CHEK1,,,
HBIN024657,HBTAR003005,PIM1,,,
HBIN024657,HBTAR001277,ESR1,,,
HBIN024657,HBTAR003112,PPARG,,,
HBIN024657,HBTAR001710,GSK3B,,,
HBIN024657,HBTAR000874,MAPK14,,,
HBIN024657,HBTAR000549,CCNA2,,,
HBIN024667,HBTAR000095,ADRA2A,,,
HBIN024667,HBTAR000099,ADRB2,,,
HBIN024667,HBTAR001679,GRIA2,,,
HBIN024667,HBTAR002403,MAOB,,,
HBIN024667,HBTAR002737,NOS2,,,
HBIN024667,HBTAR003294,PTGS1,,,
HBIN024667,HBTAR003295,PTGS2,,,
HBIN024667,HBTAR003762,SLC6A3,,,
HBIN024667,HBTAR003112,PPARG,,,
HBIN024667,HBTAR001094,DPEP1,,,
HBIN024667,HBTAR002900,PDE3A,,,
HBIN024667,HBTAR003223,PRSS1,,,
HBIN024667,HBTAR000460,CA2,,,
HBIN024667,HBTAR001277,ESR1,,,
HBIN024667,HBTAR003170,PKIA,,,
HBIN024667,HBTAR001096,DPP4,,,
HBIN024667,HBTAR000634,CDK2,,,
HBIN024930,HBTAR000699,CHRM1,,,
HBIN024930,HBTAR002031,IGHG1,,,
HBIN024930,HBTAR003294,PTGS1,,,
HBIN024930,HBTAR003295,PTGS2,,,
HBIN024930,HBTAR003583,RXRA,,,
HBIN024930,HBTAR003761,SLC6A2,,,
HBIN024930,HBTAR004322,TRPV1,,,
HBIN024930,HBTAR003112,PPARG,,,
HBIN024930,HBTAR002737,NOS2,,,
HBIN024930,HBTAR005869,NCOA2,,,
HBIN024930,HBTAR001096,DPP4,,,
HBIN024930,HBTAR000031,ACHE,,,
HBIN024930,HBTAR000700,CHRM2,,,
HBIN024930,HBTAR001277,ESR1,,,
HBIN024930,HBTAR000460,CA2,,,
HBIN024930,HBTAR003223,PRSS1,,,
HBIN024930,HBTAR002372,LYZ,,,
HBIN024930,HBTAR001471,GABRA1,,,
HBIN025329,HBTAR000094,ADRA1A,,,
HBIN025329,HBTAR000099,ADRB2,,,
HBIN025329,HBTAR000634,CDK2,,,
HBIN025329,HBTAR000699,CHRM1,,,
HBIN025329,HBTAR001277,ESR1,,,
HBIN025329,HBTAR002811,OPRD1,,,
HBIN025329,HBTAR002814,OPRM1,,,
HBIN025329,HBTAR003294,PTGS1,,,
HBIN025329,HBTAR003295,PTGS2,,,
HBIN025329,HBTAR003583,RXRA,,,
HBIN025329,HBTAR003629,SCN5A,,,
HBIN025329,HBTAR003763,SLC6A4,,,
HBIN025329,HBTAR000710,CHRNA7,,,
HBIN025329,HBTAR002737,NOS2,,,
HBIN025329,HBTAR000704,CHRM5,,,
HBIN025329,HBTAR000460,CA2,,,
HBIN025329,HBTAR001278,ESR2,,,
HBIN025329,HBTAR000233,AR,,,
HBIN025329,HBTAR002900,PDE3A,,,
HBIN025329,HBTAR000703,CHRM4,,,
HBIN025329,HBTAR001471,GABRA1,,,
HBIN025329,HBTAR000874,MAPK14,,,
HBIN025329,HBTAR001096,DPP4,,,
HBIN025329,HBTAR003005,PIM1,,,
HBIN025329,HBTAR001710,GSK3B,,,
HBIN025329,HBTAR000031,ACHE,,,
HBIN025329,HBTAR001105,DRD1,,,
HBIN025329,HBTAR000093,ADRA1B,,,
HBIN025329,HBTAR000702,CHRM3,,,
HBIN025329,HBTAR000700,CHRM2,,,
HBIN025329,HBTAR000092,ADRA1D,,,
HBIN025945,HBTAR003295,PTGS2,,,
HBIN025945,HBTAR000549,CCNA2,,,
HBIN026465,HBTAR003762,SLC6A3,,,
HBIN026465,HBTAR000098,ADRB1,,,
HBIN026465,HBTAR001094,DPEP1,,,
HBIN026465,HBTAR003170,PKIA,,,
HBIN026465,HBTAR000096,ADRA2B,,,
HBIN026465,HBTAR003761,SLC6A2,,,
HBIN026465,HBTAR002402,MAOA,,,
HBIN026465,HBTAR000099,ADRB2,,,
HBIN026465,HBTAR001096,DPP4,,,
HBIN026465,HBTAR002403,MAOB,,,
HBIN026465,HBTAR002737,NOS2,,,
HBIN026465,HBTAR002355,LTA4H,,,
HBIN026465,HBTAR000092,ADRA1D,,,
HBIN026465,HBTAR000634,CDK2,,,
HBIN026465,HBTAR000460,CA2,,,
HBIN026465,HBTAR000699,CHRM1,,,
HBIN026465,HBTAR003223,PRSS1,,,
HBIN026465,HBTAR000700,CHRM2,,,
HBIN026465,HBTAR001277,ESR1,,,
HBIN026465,HBTAR000095,ADRA2A,,,
HBIN026465,HBTAR003294,PTGS1,,,
HBIN026465,HBTAR003295,PTGS2,,,
HBIN026675,HBTAR000233,AR,,,
HBIN026675,HBTAR003295,PTGS2,,,
HBIN026675,HBTAR003583,RXRA,,,
HBIN026675,HBTAR004789,NCOA1,,,
HBIN026675,HBTAR000634,CDK2,,,
HBIN026675,HBTAR003112,PPARG,,,
HBIN026675,HBTAR001277,ESR1,,,
HBIN026675,HBTAR001096,DPP4,,,
HBIN026675,HBTAR001278,ESR2,,,
HBIN026675,HBTAR000874,MAPK14,,,
HBIN026675,HBTAR003005,PIM1,,,
HBIN026675,HBTAR000549,CCNA2,,,
HBIN026675,HBTAR001710,GSK3B,,,
HBIN026675,HBTAR000686,CHEK1,,,
HBIN026675,HBTAR002737,NOS2,,,
HBIN027453,HBTAR001277,ESR1,,,
HBIN027453,HBTAR000233,AR,,,
HBIN027453,HBTAR001096,DPP4,,,
HBIN027453,HBTAR000460,CA2,,,
HBIN027568,HBTAR003294,PTGS1,,,
HBIN027568,HBTAR003295,PTGS2,,,
HBIN027568,HBTAR003761,SLC6A2,,,
HBIN027568,HBTAR005869,NCOA2,,,
HBIN027568,HBTAR001096,DPP4,,,
HBIN027568,HBTAR000031,ACHE,,,
HBIN027568,HBTAR003223,PRSS1,,,
HBIN028044,HBTAR000233,AR,,,
HBIN028044,HBTAR001692,NR3C1,,,
HBIN028076,HBTAR000009,AARS1,,,
HBIN028076,HBTAR000010,ABAT,,,
HBIN028076,HBTAR000133,ALAS1,,,
HBIN028076,HBTAR000134,ALAS2,,,
HBIN028076,HBTAR000138,ALDH2,,,
HBIN028076,HBTAR000148,AKR1B1,,,
HBIN028076,HBTAR000173,AMY2A,,,
HBIN028076,HBTAR000356,BCHE,,,
HBIN028076,HBTAR000528,CAT,,,
HBIN028076,HBTAR000613,CDC25B,,,
HBIN028076,HBTAR000916,CTH,,,
HBIN028076,HBTAR000920,CTNNB1,,,
HBIN028076,HBTAR000927,CTSD,,,
HBIN028076,HBTAR001516,GATM,,,
HBIN028076,HBTAR001571,GLB1,,,
HBIN028076,HBTAR001624,GOT1,,,
HBIN028076,HBTAR001667,GPT,,,
HBIN028076,HBTAR001678,GRIA1,,,
HBIN028076,HBTAR001687,GRIN1,,,
HBIN028076,HBTAR002402,MAOA,,,
HBIN028076,HBTAR002403,MAOB,,,
HBIN028076,HBTAR002445,ME1,,,
HBIN028076,HBTAR002511,MMP8,,,
HBIN028076,HBTAR003018,PKLR,,,
HBIN028076,HBTAR003294,PTGS1,,,
HBIN028076,HBTAR003295,PTGS2,,,
HBIN028076,HBTAR003351,PYGL,,,
HBIN028076,HBTAR004356,XDH,,,
HBIN028076,HBTAR007109,ATP2C1,,,
HBIN028076,HBTAR007170,GNMT,,,
HBIN028076,HBTAR010143,GPT2,,,
HBIN028076,HBTAR010675,GRIN3A,,,
HBIN028076,HBTAR011239,PLB1,,,
HBIN028076,HBTAR003720,SHMT1,,,
HBIN028076,HBTAR002300,LDHA,,,
HBIN028076,HBTAR006699,GCAT,,,
HBIN028076,HBTAR005834,ACAA2,,,
HBIN028076,HBTAR000900,SLC25A10,,,
HBIN028076,HBTAR005009,NFS1,,,
HBIN028076,HBTAR002794,OAT,,,
HBIN028076,HBTAR001574,GLDC,,,
HBIN028076,HBTAR000243,ARG1,,,
HBIN028076,HBTAR002579,MTR,,,
HBIN028076,HBTAR003224,PRSS3,,,
HBIN028076,HBTAR001094,DPEP1,,,
HBIN028076,HBTAR003667,SDHA,,,
HBIN028076,HBTAR010761,ADSS1,,,
HBIN028076,HBTAR005669,SLC25A13,,,
HBIN028076,HBTAR002920,PDHB,,,
HBIN028076,HBTAR009270,AGXT2,,,
HBIN028076,HBTAR002737,NOS2,,,
HBIN028076,HBTAR001491,GALE,,,
HBIN028076,HBTAR003890,SRC,,,
HBIN028076,HBTAR002446,ME2,,,
HBIN028076,HBTAR001307,F7,,,
HBIN028076,HBTAR010242,PHYKPL,,,
HBIN028076,HBTAR003576,RRM1,,,
HBIN028076,HBTAR000031,ACHE,,,
HBIN028076,HBTAR002355,LTA4H,,,
HBIN028076,HBTAR003021,PLA2G1B,,,
HBIN028076,HBTAR000143,ALDH9A1,,,
HBIN028076,HBTAR000280,ASNS,,,
HBIN028076,HBTAR004540,GLRA3,,,
HBIN028076,HBTAR001584,GLRA2,,,
HBIN028076,HBTAR011614,SLC36A1,,,
HBIN028076,HBTAR003721,SHMT2,,,
HBIN028076,HBTAR000841,CPT2,,,
HBIN028076,HBTAR002301,LDHB,,,
HBIN028076,HBTAR001096,DPP4,,,
HBIN028076,HBTAR007615,PIPOX,,,
HBIN028076,HBTAR004961,KYNU,,,
HBIN028076,HBTAR001588,GLUD1,,,
HBIN028076,HBTAR008838,AARS2,,,
HBIN028076,HBTAR003223,PRSS1,,,
HBIN028076,HBTAR002364,LTF,,,
HBIN028076,HBTAR000121,AGXT,,,
HBIN028076,HBTAR000077,ADH1A,,,
HBIN028076,HBTAR001313,F13A1,,,
HBIN028076,HBTAR004165,TPI1,,,
HBIN028076,HBTAR001625,GOT2,,,
HBIN028076,HBTAR001633,GPI,,,
HBIN028076,HBTAR005648,CELA3A,,,
HBIN028076,HBTAR007390,PLA2G2E,,,
HBIN028076,HBTAR000137,ALDH1A1,,,
HBIN028076,HBTAR011378,NAGS,,,
HBIN028076,HBTAR005721,GPHN,,,
HBIN028076,HBTAR003766,SLC6A9,,,
HBIN028076,HBTAR001471,GABRA1,,,
HBIN028076,HBTAR010435,GLYATL1,,,
HBIN028076,HBTAR000460,CA2,,,
HBIN028076,HBTAR002871,PC,,,
HBIN028076,HBTAR003019,PKM,,,
HBIN028076,HBTAR001689,GRIN2C,,,
HBIN028076,HBTAR001589,GLUD2,,,
HBIN028076,HBTAR005725,GLYAT,,,
HBIN028076,HBTAR002944,PFAS,,,
HBIN028076,HBTAR001748,GYS1,,,
HBIN028076,HBTAR003005,PIM1,,,
HBIN028076,HBTAR003352,PYGM,,,
HBIN029163,HBTAR000460,CA2,,,
HBIN029163,HBTAR001710,GSK3B,,,
HBIN029163,HBTAR003223,PRSS1,,,
HBIN029163,HBTAR001094,DPEP1,,,
HBIN029163,HBTAR001277,ESR1,,,
HBIN029163,HBTAR001096,DPP4,,,
HBIN029260,HBTAR002346,LPL,,,
HBIN029443,HBTAR000927,CTSD,,,
HBIN029443,HBTAR001471,GABRA1,,,
HBIN029443,HBTAR003223,PRSS1,,,
HBIN029443,HBTAR001096,DPP4,,,
HBIN029443,HBTAR000460,CA2,,,
HBIN029443,HBTAR003005,PIM1,,,
HBIN030624,HBTAR000031,ACHE,,,
HBIN030624,HBTAR000094,ADRA1A,,,
HBIN030624,HBTAR000099,ADRB2,,,
HBIN030624,HBTAR000233,AR,,,
HBIN030624,HBTAR000460,CA2,,,
HBIN030624,HBTAR000634,CDK2,,,
HBIN030624,HBTAR000699,CHRM1,,,
HBIN030624,HBTAR001106,DRD2,,,
HBIN030624,HBTAR001277,ESR1,,,
HBIN030624,HBTAR002737,NOS2,,,
HBIN030624,HBTAR002811,OPRD1,,,
HBIN030624,HBTAR002814,OPRM1,,,
HBIN030624,HBTAR003223,PRSS1,,,
HBIN030624,HBTAR003294,PTGS1,,,
HBIN030624,HBTAR003295,PTGS2,,,
HBIN030624,HBTAR003583,RXRA,,,
HBIN030624,HBTAR003629,SCN5A,,,
HBIN030624,HBTAR004789,NCOA1,,,
HBIN030624,HBTAR000703,CHRM4,,,
HBIN030624,HBTAR000702,CHRM3,,,
HBIN030624,HBTAR005869,NCOA2,,,
HBIN030624,HBTAR000710,CHRNA7,,,
HBIN030624,HBTAR003005,PIM1,,,
HBIN030624,HBTAR000700,CHRM2,,,
HBIN030624,HBTAR000549,CCNA2,,,
HBIN030624,HBTAR001471,GABRA1,,,
HBIN030624,HBTAR001096,DPP4,,,
HBIN030624,HBTAR001105,DRD1,,,
HBIN030624,HBTAR001278,ESR2,,,
HBIN030624,HBTAR000092,ADRA1D,,,
HBIN030624,HBTAR000704,CHRM5,,,
HBIN030624,HBTAR001710,GSK3B,,,
HBIN030624,HBTAR000093,ADRA1B,,,
HBIN030735,HBTAR000094,ADRA1A,,,
HBIN030735,HBTAR000095,ADRA2A,,,
HBIN030735,HBTAR000098,ADRB1,,,
HBIN030735,HBTAR000099,ADRB2,,,
HBIN030735,HBTAR001702,CXCL1,,,
HBIN030735,HBTAR001703,CXCL2,,,
HBIN030735,HBTAR001704,CXCL3,,,
HBIN030735,HBTAR002402,MAOA,,,
HBIN030735,HBTAR002403,MAOB,,,
HBIN030735,HBTAR003294,PTGS1,,,
HBIN030735,HBTAR003295,PTGS2,,,
HBIN030735,HBTAR003724,SI,,,
HBIN030735,HBTAR003762,SLC6A3,,,
HBIN030735,HBTAR003112,PPARG,,,
HBIN030735,HBTAR002355,LTA4H,,,
HBIN030735,HBTAR000092,ADRA1D,,,
HBIN030735,HBTAR000097,ADRA2C,,,
HBIN030735,HBTAR000634,CDK2,,,
HBIN030735,HBTAR003223,PRSS1,,,
HBIN030735,HBTAR002737,NOS2,,,
HBIN030735,HBTAR000460,CA2,,,
HBIN030735,HBTAR001094,DPEP1,,,
HBIN030819,HBTAR001716,GSTA2,,,
HBIN030819,HBTAR001851,HMOX1,,,
HBIN030819,HBTAR003295,PTGS2,,,
HBIN030819,HBTAR001277,ESR1,,,
HBIN030819,HBTAR002737,NOS2,,,
HBIN031285,HBTAR000031,ACHE,,,
HBIN031285,HBTAR000094,ADRA1A,,,
HBIN031285,HBTAR000099,ADRB2,,,
HBIN031285,HBTAR000233,AR,,,
HBIN031285,HBTAR000549,CCNA2,,,
HBIN031285,HBTAR000634,CDK2,,,
HBIN031285,HBTAR000699,CHRM1,,,
HBIN031285,HBTAR001277,ESR1,,,
HBIN031285,HBTAR001278,ESR2,,,
HBIN031285,HBTAR001710,GSK3B,,,
HBIN031285,HBTAR002737,NOS2,,,
HBIN031285,HBTAR002811,OPRD1,,,
HBIN031285,HBTAR002814,OPRM1,,,
HBIN031285,HBTAR003295,PTGS2,,,
HBIN031285,HBTAR003583,RXRA,,,
HBIN031285,HBTAR003629,SCN5A,,,
HBIN031285,HBTAR000092,ADRA1D,,,
HBIN031285,HBTAR001105,DRD1,,,
HBIN031285,HBTAR000686,CHEK1,,,
HBIN031285,HBTAR001471,GABRA1,,,
HBIN031285,HBTAR000710,CHRNA7,,,
HBIN031285,HBTAR000704,CHRM5,,,
HBIN031285,HBTAR003005,PIM1,,,
HBIN031285,HBTAR001096,DPP4,,,
HBIN031285,HBTAR000700,CHRM2,,,
HBIN031285,HBTAR000702,CHRM3,,,
HBIN031378,HBTAR003294,PTGS1,,,
HBIN031378,HBTAR003295,PTGS2,,,
HBIN031378,HBTAR001096,DPP4,,,
HBIN031378,HBTAR000031,ACHE,,,
HBIN031378,HBTAR003223,PRSS1,,,
HBIN031378,HBTAR002737,NOS2,,,
HBIN031378,HBTAR000460,CA2,,,
HBIN031753,HBTAR000031,ACHE,,,
HBIN031753,HBTAR000124,AHR,,,
HBIN031753,HBTAR000130,AKT1,,,
HBIN031753,HBTAR000151,ALOX5,,,
HBIN031753,HBTAR000233,AR,,,
HBIN031753,HBTAR000351,BAX,,,
HBIN031753,HBTAR000360,BCL2,,,
HBIN031753,HBTAR000492,CALM3,,,
HBIN031753,HBTAR000517,CASP3,,,
HBIN031753,HBTAR000699,CHRM1,,,
HBIN031753,HBTAR000948,CYP1A1,,,
HBIN031753,HBTAR000949,CYP1A2,,,
HBIN031753,HBTAR000950,CYP1B1,,,
HBIN031753,HBTAR000964,CYP3A4,,,
HBIN031753,HBTAR001051,DIO1,,,
HBIN031753,HBTAR001277,ESR1,,,
HBIN031753,HBTAR001278,ESR2,,,
HBIN031753,HBTAR001719,GSTM1,,,
HBIN031753,HBTAR001720,GSTM2,,,
HBIN031753,HBTAR001724,GSTP1,,,
HBIN031753,HBTAR001775,HAS2,,,
HBIN031753,HBTAR001851,HMOX1,,,
HBIN031753,HBTAR001976,ICAM1,,,
HBIN031753,HBTAR002040,IKBKB,,,
HBIN031753,HBTAR002108,INSR,,,
HBIN031753,HBTAR002166,JUN,,,
HBIN031753,HBTAR002507,MMP1,,,
HBIN031753,HBTAR002737,NOS2,,,
HBIN031753,HBTAR002971,PGR,,,
HBIN031753,HBTAR003080,POLD1,,,
HBIN031753,HBTAR003112,PPARG,,,
HBIN031753,HBTAR003148,PPP3CA,,,
HBIN031753,HBTAR003197,MAPK8,,,
HBIN031753,HBTAR003223,PRSS1,,,
HBIN031753,HBTAR003265,PSMD3,,,
HBIN031753,HBTAR003294,PTGS1,,,
HBIN031753,HBTAR003295,PTGS2,,,
HBIN031753,HBTAR003434,RELA,,,
HBIN031753,HBTAR003676,SELE,,,
HBIN031753,HBTAR003749,SLC2A4,,,
HBIN031753,HBTAR003761,SLC6A2,,,
HBIN031753,HBTAR003808,SLPI,,,
HBIN031753,HBTAR003926,STAT1,,,
HBIN031753,HBTAR004140,TNF,,,
HBIN031753,HBTAR004304,VCAM1,,,
HBIN031753,HBTAR004356,XDH,,,
HBIN031753,HBTAR004786,AKR1C3,,,
HBIN031753,HBTAR004913,NR1I2,,,
HBIN031753,HBTAR005548,NR1I3,,,
HBIN031753,HBTAR005931,AHSA1,,,
HBIN031753,HBTAR001307,F7,,,
HBIN031753,HBTAR001471,GABRA1,,,
HBIN031753,HBTAR003005,PIM1,,,
HBIN031753,HBTAR000874,MAPK14,,,
HBIN031753,HBTAR000607,CDK1,,,
HBIN031753,HBTAR005869,NCOA2,,,
HBIN031753,HBTAR001094,DPEP1,,,
HBIN031753,HBTAR000634,CDK2,,,
HBIN031753,HBTAR000093,ADRA1B,,,
HBIN031753,HBTAR001710,GSK3B,,,
HBIN031753,HBTAR000700,CHRM2,,,
HBIN031753,HBTAR000549,CCNA2,,,
HBIN031753,HBTAR000460,CA2,,,
HBIN031753,HBTAR000686,CHEK1,,,
HBIN031753,HBTAR001096,DPP4,,,
HBIN032456,HBTAR003295,PTGS2,,,
HBIN032456,HBTAR002737,NOS2,,,
HBIN032456,HBTAR001096,DPP4,,,
HBIN032456,HBTAR003223,PRSS1,,,
HBIN033218,HBTAR000010,ABAT,,,
HBIN033218,HBTAR000356,BCHE,,,
HBIN033218,HBTAR000927,CTSD,,,
HBIN033218,HBTAR001516,GATM,,,
HBIN033218,HBTAR003005,PIM1,,,
HBIN033218,HBTAR000354,BCAT1,,,
HBIN033218,HBTAR001096,DPP4,,,
HBIN033218,HBTAR001471,GABRA1,,,
HBIN033218,HBTAR000460,CA2,,,
HBIN033218,HBTAR003223,PRSS1,,,
HBIN033853,HBTAR002737,NOS2,,,
HBIN033853,HBTAR003223,PRSS1,,,
HBIN033853,HBTAR003295,PTGS2,,,
HBIN033853,HBTAR000460,CA2,,,
HBIN033890,HBTAR000010,ABAT,,,
HBIN033890,HBTAR000148,AKR1B1,,,
HBIN033890,HBTAR000356,BCHE,,,
HBIN033890,HBTAR000916,CTH,,,
HBIN033890,HBTAR000927,CTSD,,,
HBIN033890,HBTAR001516,GATM,,,
HBIN033890,HBTAR001624,GOT1,,,
HBIN033890,HBTAR002403,MAOB,,,
HBIN033890,HBTAR003294,PTGS1,,,
HBIN033890,HBTAR003295,PTGS2,,,
HBIN033890,HBTAR001096,DPP4,,,
HBIN033890,HBTAR001471,GABRA1,,,
HBIN033890,HBTAR000031,ACHE,,,
HBIN033890,HBTAR002737,NOS2,,,
HBIN033890,HBTAR003005,PIM1,,,
HBIN033890,HBTAR003223,PRSS1,,,
HBIN033890,HBTAR002823,OTC,,,
HBIN033890,HBTAR002446,ME2,,,
HBIN034426,HBTAR001277,ESR1,,,
HBIN034426,HBTAR000233,AR,,,
HBIN034426,HBTAR000031,ACHE,,,
HBIN034426,HBTAR005869,NCOA2,,,
HBIN035198,HBTAR000702,CHRM3,,,
HBIN035198,HBTAR003005,PIM1,,,
HBIN035198,HBTAR003763,SLC6A4,,,
HBIN035198,HBTAR000710,CHRNA7,,,
HBIN035198,HBTAR003223,PRSS1,,,
HBIN035198,HBTAR000460,CA2,,,
HBIN035198,HBTAR001471,GABRA1,,,
HBIN035198,HBTAR003629,SCN5A,,,
HBIN035198,HBTAR000099,ADRB2,,,
HBIN035198,HBTAR002811,OPRD1,,,
HBIN035198,HBTAR001278,ESR2,,,
HBIN035198,HBTAR000634,CDK2,,,
HBIN035198,HBTAR001277,ESR1,,,
HBIN035198,HBTAR002737,NOS2,,,
HBIN035198,HBTAR000699,CHRM1,,,
HBIN035198,HBTAR001710,GSK3B,,,
HBIN035198,HBTAR002814,OPRM1,,,
HBIN035198,HBTAR000704,CHRM5,,,
HBIN035198,HBTAR003112,PPARG,,,
HBIN035198,HBTAR000686,CHEK1,,,
HBIN035198,HBTAR001096,DPP4,,,
HBIN035198,HBTAR000700,CHRM2,,,
HBIN035198,HBTAR004789,NCOA1,,,
HBIN035198,HBTAR000874,MAPK14,,,
HBIN035198,HBTAR000031,ACHE,,,
HBIN035198,HBTAR000233,AR,,,
HBIN035198,HBTAR000092,ADRA1D,,,
HBIN035198,HBTAR000549,CCNA2,,,
HBIN035198,HBTAR003583,RXRA,,,
HBIN035198,HBTAR001105,DRD1,,,
HBIN035198,HBTAR003295,PTGS2,,,
HBIN035414,HBTAR001277,ESR1,,,
HBIN035414,HBTAR002737,NOS2,,,
HBIN035414,HBTAR003223,PRSS1,,,
HBIN035414,HBTAR003295,PTGS2,,,
HBIN035414,HBTAR000874,MAPK14,,,
HBIN035414,HBTAR000233,AR,,,
HBIN035414,HBTAR003112,PPARG,,,
HBIN035414,HBTAR001096,DPP4,,,
HBIN035537,HBTAR000094,ADRA1A,,,
HBIN035537,HBTAR000099,ADRB2,,,
HBIN035537,HBTAR000233,AR,,,
HBIN035537,HBTAR000460,CA2,,,
HBIN035537,HBTAR000549,CCNA2,,,
HBIN035537,HBTAR000634,CDK2,,,
HBIN035537,HBTAR000699,CHRM1,,,
HBIN035537,HBTAR001277,ESR1,,,
HBIN035537,HBTAR001692,NR3C1,,,
HBIN035537,HBTAR001710,GSK3B,,,
HBIN035537,HBTAR002031,IGHG1,,,
HBIN035537,HBTAR002811,OPRD1,,,
HBIN035537,HBTAR002814,OPRM1,,,
HBIN035537,HBTAR003294,PTGS1,,,
HBIN035537,HBTAR003295,PTGS2,,,
HBIN035537,HBTAR003583,RXRA,,,
HBIN035537,HBTAR003629,SCN5A,,,
HBIN035537,HBTAR004789,NCOA1,,,
HBIN035537,HBTAR003005,PIM1,,,
HBIN035537,HBTAR003294,PTGS1,,,
HBIN035537,HBTAR003223,PRSS1,,,
HBIN035537,HBTAR003295,PTGS2,,,
HBIN035537,HBTAR001692,NR3C1,,,
HBIN035537,HBTAR000702,CHRM3,,,
HBIN035537,HBTAR000549,CCNA2,,,
HBIN035537,HBTAR000233,AR,,,
HBIN035537,HBTAR000092,ADRA1D,,,
HBIN035537,HBTAR002811,OPRD1,,,
HBIN035537,HBTAR000700,CHRM2,,,
HBIN035537,HBTAR000634,CDK2,,,
HBIN035537,HBTAR004789,NCOA1,,,
HBIN035537,HBTAR002814,OPRM1,,,
HBIN035537,HBTAR000699,CHRM1,,,
HBIN035537,HBTAR001277,ESR1,,,
HBIN035537,HBTAR005869,NCOA2,,,
HBIN035537,HBTAR001094,DPEP1,,,
HBIN035537,HBTAR000031,ACHE,,,
HBIN035537,HBTAR001096,DPP4,,,
HBIN035537,HBTAR003629,SCN5A,,,
HBIN035537,HBTAR002737,NOS2,,,
HBIN035537,HBTAR001710,GSK3B,,,
HBIN035537,HBTAR003583,RXRA,,,
HBIN035537,HBTAR000460,CA2,,,
HBIN035537,HBTAR000093,ADRA1B,,,
HBIN035537,HBTAR001278,ESR2,,,
HBIN035537,HBTAR000099,ADRB2,,,
HBIN035537,HBTAR000710,CHRNA7,,,
HBIN035540,HBTAR000031,ACHE,,,
HBIN035540,HBTAR001277,ESR1,,,
HBIN035540,HBTAR000233,AR,,,
HBIN035541,HBTAR000956,CYP2C19,,,
HBIN035541,HBTAR004891,CES2,,,
HBIN035541,HBTAR000702,CHRM3,,,
HBIN035541,HBTAR000699,CHRM1,,,
HBIN035541,HBTAR001710,GSK3B,,,
HBIN035541,HBTAR000093,ADRA1B,,,
HBIN035541,HBTAR003295,PTGS2,,,
HBIN035541,HBTAR003294,PTGS1,,,
