name,2130404,67153403,7029,22565,177990,6918638,64971,2725,16760588,6603740,644215,90454,25257557,2984,9887884,68873,3229,9403,3397,11671467,62824,71360,5312126,132449,132059,11658860,9936746,10113978,68071,4887,10070529,124704,46215462,60943,5281847,130313,445643,54678486,9956222
0Chemicalbook96-17-3.MOL,0.000188309293289614,4.40537308626851e-05,6.35039496776534e-05,0.312202421621314,0.000177887977475372,9.4022154257589e-05,0.000332376060269919,9.20879937741651e-05,9.33355197793951e-05,0.000112166049519917,0.000134595744598581,0.000112401716228323,0.000318233311720881,0.000143280743333858,0.0200939585421187,0.000163222247832974,9.60396624761742e-05,0.000165821081630312,0.000778898292476965,0.000212097869874583,6.89231624810132e-05,0.000164611244526509,0.000293596062858715,8.26419016942352e-06,0.000194412870019774,9.80359470381308e-05,0.000193192916630084,0.000176263317095086,7.33187718821866e-05,0.000221529720895045,0.000178561663154641,3.12293053248466e-05,0.000391544870915403,0.000563799327738507,0.000257730765663136,0.00013294911390315,0.00068159588340776,8.74081908294983e-05,0.00018074735050164
3beta-Acetoxyatractylon.mol,0.890316626439479,0.650117433568495,0.826174921726353,6.39799891076274e-05,0.693703104152687,0.84743361339863,0.403339126749126,0.928466153620445,0.852684332245018,0.932224460727145,0.912941193750411,0.983090290057037,0.718151586300983,0.935926002174001,1.71963231730504e-05,0.718806401483997,0.954684634210563,0.764263331777795,0.73184328643275,0.737290707479685,0.645201341689163,0.909088088891597,0.486431891617455,7.91743763471973e-05,0.948290049309815,0.619725924721183,0.729629975545556,0.913789160965777,0.78348615214351,0.861336105719649,0.686818435943159,0.290810791426027,0.723288940726757,0.478618335636834,0.666766962906138,0.603770043756765,0.248227329637949,0.94301194180166,0.790903132011854
3beta-Hydroxyatractylon.mol,0.814010283869028,0.796198655767121,0.89830311492083,7.01681245574969e-05,0.539198963757386,0.861373601766995,0.31589322155514,0.897692100778439,0.904358312855658,0.8152361841292,0.863742278019721,0.902332481449813,0.572196169133837,0.826471731910492,8.18976611845118e-06,0.588077600218914,0.909180594266523,0.625429169493546,0.812976714349058,0.585180470549303,0.752217288920163,0.774493606058656,0.373580521667604,2.5985027703695e-05,0.862617017297037,0.762928469583637,0.57534437442498,0.786770873650894,0.862469869704337,0.721709028840599,0.553753950035203,0.355670714510423,0.585592067242338,0.36066447860058,0.520021302380498,0.748483605199031,0.18690491301557,0.878100588976674,0.640842058460128
0Chemicalbook99-96-7.MOL,0.205194261695982,0.429486887846104,0.334642874209564,1.13881049794625e-05,0.0906368957257439,0.296870496438458,0.0512750309200401,0.239651928066139,0.324354577214302,0.170391712509575,0.232968100485268,0.195015519021988,0.106939919502464,0.176308033299166,4.00829340890338e-06,0.0998368283349696,0.22852240007591,0.110332990583767,0.395250918296619,0.107609157018137,0.476574649523333,0.151469739511372,0.0668450333850549,8.69342281865732e-06,0.199272454796472,0.499930871165827,0.106446152457873,0.160270591907739,0.378018614014992,0.146250892526591,0.0936913404678239,0.881255832950096,0.106225335773867,0.0630273239759276,0.0934758391204362,0.483065186409822,0.0314001889889211,0.212779323797361,0.126090021331351
4-Phenylbenzaldehyde.mol,0.484137908393023,0.773803289571746,0.739469255520066,2.56733377405335e-05,0.232474562071675,0.677973553125438,0.125166667100051,0.5759008312731,0.719903628572191,0.4118780815316,0.551876059159389,0.464844950567191,0.258492190934011,0.432747581711157,6.4545861533472e-06,0.238778773898247,0.54308878052898,0.262042411735351,0.813919167251111,0.263468110320732,0.900825192914565,0.362385964588455,0.162168114918237,1.73783065520542e-05,0.469778339978281,0.879802847337531,0.265573507695754,0.383874603746331,0.808014019106008,0.351532629764636,0.224522519528014,0.811845533650254,0.250973483570391,0.159695900239503,0.231643094973187,0.824841201779843,0.0794132240610361,0.518738487698954,0.309524165480948
0Chemicalbook67-47-0.MOL,0.000323162170418749,8.46090184925339e-05,0.000118104158811348,0.206190562880239,0.000320817420716143,0.000169348600230965,0.000588919810291156,0.000167401113071607,0.000165313160171062,0.000206291922202174,0.000235329319330963,0.000205502047378205,0.000538130349405367,0.000251105237738584,0.0133342015035649,0.000305598322612033,0.000177137343092039,0.000305060421445196,0.00120403709772754,0.000376491046838737,0.000122895501748588,0.000293599106119154,0.000525166660650124,1.82972864322286e-05,0.000333051292183733,0.000167185939813163,0.000345137585892664,0.000310477245282922,0.00013497450895782,0.000382188417037833,0.000329342372095223,5.75647897193313e-05,0.000654382093591789,0.000926264442865922,0.00044878085354091,0.000221100363056143,0.00114101279211031,0.000165112049023902,0.000320923957699095
0Chemicalbook93-35-6.MOL,0.00010869719891113,4.08347817359361e-05,5.56293735726734e-05,2.15984414263324e-05,0.000161636542881129,7.95906439279214e-05,0.000190808804980024,6.32959908981964e-05,6.59355517607063e-05,0.00010120007402331,0.000109224562744513,9.24445480395249e-05,0.000266946649152244,9.69525645223002e-05,0.033777368388525,0.000139603403860671,8.5438599464928e-05,0.000161995809959667,6.4407853550443e-05,0.000172563960684812,4.31439333407647e-05,0.000124275854488727,0.000237889731443043,3.71341193142953e-05,0.00012803959361682,9.89803480871401e-05,0.000143639629670287,0.000142159157960861,6.83307390465992e-05,0.000162769363546082,0.000163899996976792,2.67798446293879e-05,0.000247099192911492,0.000303489905871932,0.000181517124392783,0.000126505588968113,0.000616869149949933,8.38618823155666e-05,0.000164226696665843
8-�?-Ethoxy atractylenolide III.mol,0.861006741827134,0.57679630701004,0.757623204443369,7.94509974965557e-05,0.767066813489203,0.780540425793774,0.459818142791037,0.885344436383126,0.779734568067921,0.944421284355948,0.870211125278136,0.975090564424385,0.770152426649169,0.941022665526835,1.14704011302749e-05,0.789494853461228,0.921220567997964,0.828784495758307,0.655611449552823,0.794183937900881,0.577097126317447,0.942538801352158,0.542598270577271,3.32598470016357e-05,0.932386948462305,0.544673952226897,0.78409901297008,0.929751801349665,0.704504551603615,0.889478097010485,0.758122402444302,0.254111524862511,0.784523461988413,0.532141305427295,0.725615240460331,0.528773901776616,0.282460351521269,0.916923635230258,0.828642136816836
8-�?-Methoxy atractylenolide II.mol,0.853220353935038,0.659395100801724,0.812680242988658,7.18194591686414e-05,0.674216467151968,0.812926597341736,0.404325548828065,0.896095621229903,0.827001243832297,0.900161491430333,0.872817546296515,0.962689778529039,0.693894804656195,0.904303874825854,1.29218014010489e-05,0.722843416551823,0.927874809919957,0.756945570527123,0.712298992970482,0.71504700444499,0.63761342648189,0.888051827494167,0.473650143891087,2.98467207979566e-05,0.918739602619738,0.624777349421438,0.701497522483341,0.887346673836674,0.764106757046711,0.83063377258574,0.684393629468592,0.285521131357237,0.712636176813306,0.460668306596603,0.644135374868607,0.610573256357332,0.241263124931433,0.914706095839222,0.755065479863098
0Chemicalbook64-19-7.MOL,0.000159409441897479,2.56231104127862e-05,4.4784007299507e-05,0.311905433605723,0.000138008065036561,7.35561410491675e-05,0.000253747928075259,6.95395642544045e-05,7.23070811109608e-05,8.18416402189933e-05,0.000109460886066992,8.20022193464068e-05,0.000270203028353242,0.000114377278197095,0.0201430562025551,0.000112914670249936,7.08437421896135e-05,0.000117477607183454,0.000741200670470964,0.000170073493028515,5.34851123126614e-05,0.000127586145666489,0.000231475154112741,5.6342487368861e-06,0.00016231988099578,8.01046454123374e-05,0.000154575028707004,0.000141168707125974,5.46428644281301e-05,0.000183721480471562,0.000126074096754671,2.33593750622062e-05,0.00033477441527274,0.000502777312730406,0.000211638716726831,0.000113312827290303,0.000580169593528472,6.31729093507531e-05,0.000144480634920693
338-69-2.MOL,0.0992879540229778,0.23866664783696,0.169063223659862,5.17113156136948e-06,0.044083045873999,0.14635984968429,0.025315100640278,0.119752963978042,0.167759603327375,0.0876446426913367,0.11699083020184,0.0988588450021339,0.0536195072401834,0.0894805900517882,1.04772672343534e-06,0.0495501769034292,0.113912228064155,0.0570873017429141,0.20066279778323,0.0530804609982905,0.245358558683605,0.0770543723348249,0.0329114083549617,3.21288139910493e-06,0.100171625066961,0.259821952652888,0.0513878327720508,0.0795887800319747,0.185741169270999,0.073285007768167,0.0474890246635981,0.545455382736949,0.0542702177642883,0.029877169438557,0.0455193824091853,0.253166271218446,0.0156665347752639,0.102255353055855,0.0626777157454587
Alpha-Amyrin acetate.mol,0.34631098492389,0.165421672464195,0.231498243579821,0.000206283213986356,0.693143679141029,0.251935571940074,0.997209214020376,0.309944952660914,0.244098672532062,0.43411303975769,0.317002058778918,0.403709474773942,0.637150030376915,0.408227658972917,3.20706468258947e-05,0.737486934356849,0.334943243423667,0.687489975998915,0.194274652112133,0.634515524743503,0.164682912550096,0.510411685142152,0.863450090730689,9.54996931292849e-05,0.387319997074296,0.151391641392614,0.606944675155118,0.471860066206785,0.209297342274476,0.499908718636032,0.775420131364777,0.0722735520458895,0.704466679359801,0.794923569763428,0.690710515387695,0.146308981233949,0.845282635477934,0.345877199328662,0.528870805469247
Alpha-Eudesmol.mol,0.79326838914806,0.68075379369363,0.810748836669236,5.50644040788556e-05,0.647008795850533,0.777042326721384,0.394283409180869,0.872308016003766,0.823823398879129,0.879072733219836,0.836869438035802,0.937907720475816,0.657000479888066,0.874439398666903,8.09877781558726e-06,0.696927796569841,0.890370934428453,0.738416932898363,0.693802076258538,0.673236684922767,0.6285689189122,0.856506424136356,0.448635162209148,2.84316266115249e-05,0.875400524835987,0.622419522414697,0.656820423476322,0.844628676404341,0.736813116425717,0.787302253723378,0.668167343700439,0.281291409899771,0.684742199310453,0.430804632745092,0.607334019531958,0.607830173488269,0.234772826501157,0.862744945667857,0.713227636680441
"AP-IV_2E,8Z(E),10E-triene-4,6-diyne-Atractylentrid.mol",0.589993526246482,0.78700971581498,0.848982426175242,3.23240859482081e-05,0.302448226761035,0.807455784132105,0.156513632606761,0.711897331691512,0.849572475082609,0.525919115025437,0.6871463547591,0.571751990667556,0.329626497723883,0.554603388689121,1.11371739641597e-05,0.291246823569079,0.665422850370227,0.327578765744272,0.907848084416742,0.33668680796865,0.936465120692514,0.454890914032804,0.206818172470339,1.91057998327144e-05,0.579085911731811,0.851869738391082,0.340721932849619,0.478396989375827,0.8911459246521,0.443933424177812,0.279713515081965,0.696377414160929,0.31294173554655,0.208147354449242,0.297129176770038,0.787503046278912,0.104946666812898,0.634403017657944,0.39840569451464
"AP-III_14-�?-Methylbutyryltetradeca-2E,8E,10E-triene-4,6-diyne-1-ol.mol",0.842712078603647,0.731997978145672,0.925099294809928,5.5489461435413e-05,0.518951103590483,0.963401491145001,0.26734424701605,0.954852192114688,0.979629473058484,0.823590943797235,0.94292079037476,0.857996266250175,0.551216555678773,0.851651897609856,1.43249403399429e-05,0.485301540337758,0.926683183691461,0.549777735200806,0.902481233406486,0.563598460175133,0.816034449133388,0.733782215174725,0.351763080601385,2.68612470624429e-05,0.860100381564586,0.724233108651074,0.569937898503062,0.752646035118613,0.922810785277333,0.714182796786175,0.472774175085383,0.423819885952201,0.523322616158081,0.354400050413135,0.502525681338867,0.689331311001145,0.180633288286915,0.895398838815343,0.653648865525841
"AP-IV_14-acetoxytetradeca -2E,8Z(E),10E-triene-4,6-diyne-1,12-diol.mol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AP-IX_12-�?-Methylbutyryltetradeca-2E,8Z(E),10E-triene-4,6-diyne-1,14-diol.mol",0.899777817118899,0.633099950145787,0.880153989761896,5.9094187808948e-05,0.623350913604283,0.947641468951883,0.32057684171689,0.986111516498438,0.934691667499275,0.913377858909761,0.97970391669047,0.925090852325844,0.644704112583081,0.93812522115751,1.30066598431001e-05,0.566581312458262,0.970503820155866,0.636702264545597,0.82760956082361,0.663214459185073,0.723871780896558,0.827749526231925,0.4211111308204,3.18906645681835e-05,0.924123852067216,0.624075768888003,0.674285431644475,0.842580444734819,0.857535168792645,0.809793154247837,0.555131503999648,0.351887925043738,0.60800420852948,0.429284177947193,0.596988192305154,0.589720479716631,0.218642997204979,0.954298534200338,0.756480571783302
